250	10	0.584402
434	4	0.673265
789	9	0.223737
906	10	0.838257
191	2	0.709817
614	5	0.137127
948	4	0.109491
138	9	0.748174
870	9	0.656286
879	7	0.824313
33	7	0.958333
30	2	0.996980
302	7	0.894178
530	4	0.489000
909	4	0.003695
811	10	0.236045
975	3	0.816222
905	5	0.422660
520	7	0.136100
554	0	0.451189
634	0	0.216343
786	10	0.187112
586	7	0.223091
991	8	0.970617
978	6	0.268664
94	4	0.373566
473	8	0.741001
304	4	0.912374
465	5	0.507262
991	9	0.818129
143	7	0.971465
851	10	0.807978
852	9	0.293474
229	9	0.656436
876	4	0.642954
900	4	0.979923
507	1	0.768381
505	9	0.479143
476	8	0.207561
24	1	0.185901
627	2	0.537286
547	8	0.518754
860	7	0.098717
223	3	0.975282
279	3	0.105226
578	1	0.959865
860	10	0.903768
25	10	0.828300
919	7	0.736256
646	10	0.749096
487	7	0.792325
710	6	0.706473
816	3	0.682741
296	10	0.724394
32	0	0.150300
958	0	0.790069
175	10	0.944834
247	2	0.077346
564	7	0.085083
396	0	0.661042
656	6	0.213872
166	6	0.953426
17	4	0.988324
327	7	0.884165
73	7	0.173617
119	10	0.321067
644	0	0.860885
299	5	0.390476
213	10	0.867433
983	3	0.115636
745	7	0.928574
708	4	0.852925
886	6	0.084155
819	3	0.914947
260	2	0.218697
201	4	0.880994
311	3	0.968964
856	5	0.575030
129	1	0.019727
179	6	0.942155
17	3	0.903006
774	4	0.773342
520	2	0.854375
755	3	0.312600
977	3	0.832218
201	0	0.554427
368	8	0.777224
429	2	0.410670
952	3	0.242161
461	10	0.247117
540	2	0.406078
208	6	0.561741
733	1	0.957763
233	2	0.238632
421	8	0.501916
757	2	0.930390
905	6	0.619108
731	7	0.314870
640	1	0.403135
60	3	0.739777
366	3	0.526580
861	2	0.397246
566	10	0.892523
932	1	0.084481
738	6	0.857165
783	3	0.319101
338	6	0.096491
876	2	0.623700
322	0	0.555772
672	0	0.997998
972	1	0.047895
613	7	0.085413
673	1	0.887355
313	2	0.617829
704	10	0.315088
868	5	0.230015
336	2	0.889913
8	9	0.412336
76	1	0.487506
472	3	0.553925
276	9	0.551065
824	4	0.482355
171	0	0.319566
703	1	0.796442
29	2	0.894155
758	1	0.800441
943	7	0.393297
947	3	0.062635
300	9	0.982550
724	5	0.259864
971	6	0.225699
994	10	0.546698
624	0	0.103174
69	3	0.231703
890	4	0.279589
240	10	0.696143
150	3	0.069265
650	10	0.700174
150	0	0.912149
623	0	0.946092
172	6	0.818026
333	5	0.010799
498	2	0.451670
609	9	0.756678
245	1	0.455443
347	6	0.973185
772	10	0.529615
675	2	0.475733
55	9	0.602520
693	4	0.063896
798	9	0.435773
482	0	0.166863
357	3	0.565055
767	8	0.024926
891	10	0.256896
992	0	0.944805
180	9	0.416880
354	7	0.418884
783	5	0.821790
480	3	0.757218
833	2	0.377336
497	9	0.145689
204	8	0.899326
852	4	0.417631
376	3	0.322491
60	10	0.197337
626	6	0.918170
719	1	0.956098
985	8	0.832695
692	1	0.591076
441	5	0.712388
748	1	0.480970
155	1	0.058578
417	9	0.017694
838	3	0.940954
505	6	0.311974
424	5	0.178197
183	4	0.697942
599	0	0.941544
934	8	0.700070
951	7	0.896468
208	5	0.129311
796	8	0.029960
110	7	0.719259
254	0	0.189648
356	4	0.465726
711	9	0.457787
250	4	0.699544
552	5	0.189371
612	5	0.215969
279	0	0.746653
687	0	0.690042
358	3	0.800198
784	1	0.383316
261	1	0.578206
43	10	0.754263
935	10	0.019268
768	9	0.102393
669	2	0.302147
84	6	0.485748
958	1	0.838763
606	3	0.709870
550	7	0.665148
566	4	0.719399
34	3	0.450321
866	10	0.559022
498	6	0.242791
51	9	0.544200
464	7	0.295430
197	2	0.633873
880	3	0.666529
508	6	0.508842
504	7	0.690868
951	2	0.560832
207	9	0.129897
261	1	0.212273
668	6	0.184083
459	5	0.498510
439	8	0.522372
224	0	0.760464
166	4	0.633116
488	8	0.606462
675	8	0.203711
634	7	0.759223
747	2	0.916454
431	6	0.673725
318	9	0.824049
736	10	0.754642
934	7	0.394470
305	7	0.383192
624	6	0.838637
558	7	0.431350
758	9	0.429359
209	4	0.191511
846	8	0.850071
425	1	0.727530
959	4	0.030281
565	9	0.789945
891	0	0.697615
29	6	0.783544
500	10	0.208943
872	9	0.023538
716	1	0.034303
122	7	0.770272
22	10	0.131730
928	3	0.582790
828	6	0.666534
614	6	0.741752
605	7	0.707485
202	2	0.351045
627	9	0.171571
308	7	0.033136
726	0	0.881510
667	8	0.622371
725	0	0.240479
933	7	0.668370
911	9	0.784319
734	4	0.105745
826	6	0.824312
908	9	0.106025
824	6	0.553249
286	5	0.179696
8	5	0.798289
844	1	0.090178
604	0	0.636497
699	4	0.694845
17	8	0.770378
233	6	0.145071
676	6	0.027661
2	6	0.251452
36	5	0.749492
390	10	0.142290
635	5	0.415755
252	3	0.890467
247	5	0.956153
971	0	0.783247
545	3	0.957126
911	1	0.983782
501	9	0.983777
976	4	0.203059
391	8	0.065414
920	3	0.878807
795	0	0.128029
383	2	0.454631
784	2	0.970568
561	3	0.612661
400	5	0.699859
534	8	0.480543
43	7	0.570892
992	8	0.446412
148	2	0.478723
623	7	0.773700
871	7	0.552049
493	0	0.489700
985	4	0.241784
729	5	0.273387
859	7	0.544110
239	5	0.643848
634	0	0.692961
707	2	0.642824
790	8	0.149570
268	6	0.323683
979	10	0.211591
194	5	0.093628
840	0	0.961632
353	6	0.947665
716	0	0.641152
90	7	0.437700
774	8	0.491401
616	2	0.495990
110	3	0.344205
607	9	0.810775
977	6	0.675403
907	1	0.817013
203	0	0.767149
582	4	0.999166
514	6	0.500409
259	6	0.004933
716	2	0.459830
793	10	0.024071
769	8	0.441529
347	9	0.503435
116	7	0.249149
21	5	0.056798
464	6	0.095902
562	4	0.092772
200	3	0.445557
53	1	0.415579
300	7	0.007474
427	6	0.502669
662	0	0.938629
361	1	0.986687
46	10	0.420076
275	7	0.463771
407	4	0.839092
853	9	0.245373
563	1	0.998585
82	8	0.476229
251	8	0.458712
849	7	0.089675
736	3	0.418384
831	5	0.908076
592	5	0.676734
3	5	0.299914
136	8	0.492678
129	0	0.479513
589	6	0.470695
125	2	0.322769
527	1	0.953608
931	10	0.247025
312	9	0.638999
634	6	0.640804
889	10	0.370994
920	8	0.467873
572	5	0.594323
393	6	0.775962
639	6	0.929054
701	9	0.843166
272	1	0.357629
89	7	0.447657
204	0	0.917264
8	2	0.519076
985	7	0.107011
917	7	0.107185
507	3	0.409916
574	1	0.947951
722	5	0.261309
210	3	0.363498
36	0	0.807287
399	3	0.207989
944	8	0.942047
687	3	0.751313
32	8	0.697318
966	5	0.361593
416	1	0.071095
907	5	0.481162
198	0	0.888689
196	8	0.735914
275	4	0.221156
822	7	0.001077
552	10	0.422521
192	3	0.645707
690	9	0.146217
889	0	0.131851
136	2	0.814671
232	0	0.151996
302	4	0.838573
559	8	0.791757
20	10	0.109023
613	0	0.458699
655	4	0.714368
926	9	0.464674
436	7	0.298762
571	2	0.619048
126	7	0.258005
853	2	0.553214
772	10	0.812384
618	9	0.060274
529	6	0.010432
80	10	0.235162
791	6	0.808778
62	6	0.561620
67	5	0.238908
509	0	0.375241
26	0	0.640797
305	7	0.062942
289	3	0.953018
303	2	0.669487
227	0	0.096452
123	5	0.958006
893	9	0.886775
779	4	0.266390
685	8	0.464072
424	3	0.656103
919	8	0.268057
440	0	0.646528
164	9	0.068927
442	3	0.745278
753	10	0.312986
103	0	0.890814
985	5	0.358511
616	7	0.174998
724	0	0.243988
796	10	0.615415
41	8	0.302079
845	4	0.713987
650	1	0.976985
386	4	0.798176
604	10	0.993265
416	10	0.911388
364	6	0.281614
954	7	0.439704
402	1	0.678377
929	3	0.389732
377	10	0.866863
354	7	0.630878
1	6	0.820050
923	1	0.990252
206	1	0.405336
292	9	0.386620
253	5	0.121579
858	5	0.049281
23	1	0.654742
670	2	0.534912
31	0	0.370176
183	5	0.179107
531	7	0.370264
901	3	0.441906
128	9	0.361733
713	2	0.645543
247	1	0.483896
278	1	0.286695
1000	6	0.179511
334	1	0.241888
223	7	0.261701
626	4	0.774806
986	3	0.234331
921	0	0.513847
750	0	0.037547
234	8	0.575444
699	8	0.181816
287	9	0.756132
363	3	0.725080
778	9	0.959919
62	10	0.005408
768	9	0.937060
453	0	0.691350
237	3	0.976029
964	3	0.531805
46	5	0.427746
974	7	0.962294
187	5	0.169026
129	2	0.616573
947	9	0.200538
288	2	0.518403
999	2	0.419390
441	6	0.923515
303	4	0.778689
50	7	0.524653
983	1	0.628146
941	9	0.472654
135	6	0.895911
546	9	0.877271
724	4	0.155350
47	9	0.355246
344	0	0.111953
527	8	0.316837
582	7	0.789414
762	5	0.619794
507	10	0.882797
96	4	0.961697
117	2	0.048903
418	4	0.550320
14	4	0.693064
792	0	0.135591
501	2	0.758553
714	3	0.614400
773	6	0.549845
448	2	0.525949
708	10	0.245656
170	3	0.209352
17	8	0.371888
836	10	0.344133
461	1	0.439696
480	4	0.981278
869	1	0.134871
526	4	0.956080
278	6	0.183429
718	2	0.815243
551	1	0.883495
965	9	0.952932
942	4	0.447090
926	1	0.924545
301	4	0.327847
874	4	0.782392
967	0	0.068213
727	9	0.216238
329	6	0.868733
125	4	0.824228
645	2	0.994417
528	1	0.891949
65	9	0.280607
219	7	0.296414
377	2	0.828220
167	10	0.939942
212	4	0.828879
37	6	0.161606
461	7	0.142164
212	2	0.693961
782	1	0.703931
43	3	0.585474
287	6	0.574066
276	10	0.085363
771	3	0.708467
571	6	0.720662
833	10	0.123242
618	3	0.277053
839	7	0.892398
86	1	0.022577
237	1	0.718527
160	10	0.917395
794	7	0.442455
928	3	0.628845
618	4	0.113923
47	8	0.164412
331	2	0.600128
578	8	0.802391
665	5	0.795284
174	9	0.408549
183	7	0.093846
806	10	0.459886
906	5	0.303651
810	3	0.433420
601	4	0.731207
240	6	0.472484
637	1	0.950101
57	6	0.702939
744	9	0.631151
187	0	0.818142
123	0	0.947679
748	8	0.973395
891	0	0.915245
671	4	0.453810
760	4	0.551607
745	5	0.120908
815	2	0.269311
631	2	0.250238
264	7	0.084765
786	10	0.628380
886	3	0.224287
886	1	0.654025
21	8	0.143934
912	0	0.078173
48	1	0.185918
205	4	0.140307
622	9	0.745696
833	6	0.344857
262	9	0.126968
942	5	0.771804
70	3	0.029483
114	1	0.956399
363	6	0.810594
36	9	0.069367
576	9	0.066010
241	9	0.140591
569	10	0.864393
900	0	0.140580
245	4	0.515428
906	10	0.626999
589	10	0.493870
128	1	0.831735
470	5	0.170942
117	6	0.868716
635	5	0.108245
503	1	0.618219
971	1	0.886695
117	9	0.710837
570	7	0.661799
929	2	0.068330
139	4	0.599814
328	8	0.156051
58	4	0.312281
916	9	0.775795
254	9	0.184218
710	1	0.188774
962	1	0.734483
241	8	0.210459
165	0	0.367221
197	5	0.339362
293	6	0.389815
524	2	0.973239
741	8	0.078239
230	2	0.754589
355	3	0.994601
285	10	0.469431
605	2	0.053273
406	0	0.565278
885	8	0.246341
583	1	0.117588
398	2	0.155019
36	2	0.787014
534	5	0.837228
472	1	0.145457
825	1	0.215797
497	5	0.345814
14	8	0.824594
559	9	0.717074
193	8	0.233216
490	5	0.567624
948	6	0.921976
517	5	0.782451
95	6	0.451807
160	9	0.513136
130	4	0.336069
81	10	0.412311
13	1	0.985535
890	1	0.144078
209	2	0.686069
721	0	0.606441
235	9	0.311427
385	3	0.498835
632	7	0.996151
903	0	0.877657
562	5	0.379114
918	3	0.171853
675	10	0.589941
590	8	0.352178
176	3	0.074173
975	0	0.398735
159	5	0.965545
10	9	0.321390
642	7	0.663000
500	8	0.612296
943	7	0.836185
786	0	0.806304
585	7	0.882804
903	2	0.095653
885	2	0.723990
288	4	0.298101
434	4	0.053893
713	0	0.564151
323	7	0.770710
320	2	0.017522
418	0	0.973710
383	10	0.017859
553	2	0.084519
500	10	0.804178
189	8	0.044000
232	10	0.362606
907	1	0.403873
553	9	0.088753
887	9	0.890642
49	9	0.971355
677	5	0.049744
41	1	0.422626
101	10	0.179718
97	4	0.185360
591	1	0.443796
525	4	0.662879
91	6	0.390191
206	3	0.239850
760	8	0.169598
604	9	0.219034
412	4	0.067592
242	6	0.272200
762	7	0.879084
322	10	0.240443
9	9	0.481529
634	3	0.492479
290	7	0.838745
11	2	0.237718
891	8	0.643342
420	4	0.650683
867	10	0.093995
956	0	0.716429
954	5	0.144462
340	0	0.611363
548	4	0.230740
906	6	0.231256
870	5	0.320851
872	4	0.106960
198	2	0.585898
964	3	0.840565
727	1	0.184106
317	6	0.777143
128	3	0.739545
192	10	0.046910
69	5	0.827200
857	6	0.287163
834	2	0.596935
211	9	0.913543
904	6	0.597241
821	4	0.924062
913	7	0.147509
804	7	0.995397
340	10	0.684561
101	1	0.135747
177	6	0.571807
911	7	0.957708
600	7	0.974839
767	3	0.270067
462	1	0.835010
374	5	0.174777
564	7	0.807726
347	10	0.753737
201	4	0.258552
823	2	0.771845
20	0	0.185670
528	6	0.506139
614	8	0.945995
296	3	0.501504
507	2	0.294672
